algorithm,antecedents,consequents,support,confidence,lift,recency_score,composite_score_with_recency
Apriori,frozenset({'chocolate'}),frozenset({'whole milk'}),0.0017,0.07,0.5365,0.9974,0.2148
Apriori,frozenset({'tropical fruit'}),frozenset({'frozen vegetables'}),0.0011,0.0221,0.8019,0.9935,0.2899
Apriori,frozenset({'soda'}),frozenset({'frozen vegetables'}),0.0019,0.0202,0.7353,0.9935,0.2642
Apriori,frozenset({'whole milk'}),frozenset({'hygiene articles'}),0.0013,0.0101,0.6854,0.9974,0.2612
Apriori,frozenset({'fruit/vegetable juice'}),frozenset({'whipped/sour cream'}),0.0011,0.0293,0.6607,0.9974,0.2546
Apriori,frozenset({'canned beer'}),frozenset({'rolls/buns'}),0.0018,0.0524,0.5147,0.9987,0.2089
Apriori,frozenset({'whole milk'}),frozenset({'UHT-milk'}),0.0019,0.0147,0.7387,0.9935,0.264
Apriori,frozenset({'whole milk'}),frozenset({'frozen meals'}),0.0013,0.0101,0.6798,0.9974,0.2587
Apriori,frozenset({'misc. beverages'}),frozenset({'whole milk'}),0.0011,0.0698,0.5347,0.9987,0.219
Apriori,frozenset({'soda'}),frozenset({'salty snack'}),0.0014,0.0152,0.7734,0.9935,0.277
Apriori,frozenset({'long life bakery product'}),frozenset({'rolls/buns'}),0.0016,0.0765,0.7504,0.9895,0.2602
Apriori,frozenset({'butter'}),frozenset({'yogurt'}),0.0016,0.0456,0.5805,0.9974,0.2263
Apriori,frozenset({'yogurt'}),frozenset({'napkins'}),0.0017,0.0213,0.8525,0.9895,0.2898
Apriori,frozenset({'newspapers'}),frozenset({'bottled water'}),0.0014,0.0347,0.5708,0.9987,0.2266
Apriori,frozenset({'whipped/sour cream'}),frozenset({'fruit/vegetable juice'}),0.0011,0.0243,0.6607,0.9974,0.253
Apriori,frozenset({'margarine'}),frozenset({'yogurt'}),0.0017,0.0473,0.6019,0.9961,0.2285
Apriori,frozenset({'whole milk'}),frozenset({'oil'}),0.0014,0.011,0.7357,0.9948,0.2674
Apriori,frozenset({'onions'}),frozenset({'soda'}),0.0011,0.0682,0.7207,0.9921,0.2588
Apriori,frozenset({'rolls/buns'}),frozenset({'misc. beverages'}),0.0011,0.0106,0.6847,0.9974,0.2595
Apriori,frozenset({'waffles'}),frozenset({'yogurt'}),0.0011,0.0529,0.6737,0.9948,0.2503
Apriori,frozenset({'other vegetables'}),frozenset({'oil'}),0.0012,0.0112,0.7499,0.9948,0.2724
Apriori,frozenset({'rolls/buns'}),frozenset({'butter'}),0.002,0.02,0.5854,0.9974,0.2234
Apriori,frozenset({'brown bread'}),frozenset({'bottled water'}),0.0013,0.0327,0.5388,1.0,0.2195
Apriori,frozenset({'yogurt'}),frozenset({'coffee'}),0.0014,0.0183,0.5965,0.9987,0.233
Apriori,frozenset({'napkins'}),frozenset({'soda'}),0.0017,0.067,0.708,0.9908,0.2475
Apriori,frozenset({'canned beer'}),frozenset({'shopping bags'}),0.0011,0.0315,0.5966,0.9987,0.235
Apriori,frozenset({'coffee'}),frozenset({'other vegetables'}),0.0016,0.0508,0.476,1.0,0.1982
Apriori,frozenset({'whole milk'}),frozenset({'coffee'}),0.002,0.0156,0.5089,1.0,0.205
Apriori,frozenset({'other vegetables'}),frozenset({'root vegetables'}),0.0028,0.0258,0.4269,1.0,0.1754
Apriori,frozenset({'citrus fruit'}),frozenset({'shopping bags'}),0.0011,0.0311,0.5904,0.9987,0.2321
Apriori,frozenset({'rolls/buns'}),frozenset({'bottled beer'}),0.0022,0.0211,0.5211,0.9987,0.2041
Apriori,frozenset({'pip fruit'}),frozenset({'other vegetables'}),0.0019,0.051,0.4776,0.9987,0.1924
Apriori,frozenset({'fruit/vegetable juice'}),frozenset({'pastry'}),0.0011,0.0293,0.5906,0.9987,0.2316
Apriori,frozenset({'whipped/sour cream'}),frozenset({'tropical fruit'}),0.0013,0.0296,0.6076,0.9974,0.2321
Apriori,frozenset({'bottled water'}),frozenset({'newspapers'}),0.0014,0.0236,0.5708,0.9987,0.2231
Apriori,frozenset({'tropical fruit'}),frozenset({'shopping bags'}),0.0014,0.0294,0.5576,0.9987,0.2189
Apriori,frozenset({'soda'}),frozenset({'bottled beer'}),0.0019,0.0202,0.4989,1.0,0.2011
Apriori,frozenset({'margarine'}),frozenset({'tropical fruit'}),0.0011,0.0304,0.6231,0.9974,0.2379
Apriori,frozenset({'other vegetables'}),frozenset({'napkins'}),0.002,0.0191,0.7624,0.9908,0.2592
Apriori,frozenset({'sausage'}),frozenset({'other vegetables'}),0.0013,0.0512,0.4796,1.0,0.1985
Apriori,frozenset({'tropical fruit'}),frozenset({'whipped/sour cream'}),0.0013,0.027,0.6076,0.9974,0.2312
Apriori,frozenset({'shopping bags'}),frozenset({'tropical fruit'}),0.0014,0.0272,0.5576,0.9987,0.2182
Apriori,frozenset({'whole milk'}),frozenset({'long life bakery product'}),0.002,0.0156,0.7664,0.9908,0.2599
Apriori,frozenset({'bottled water'}),frozenset({'brown bread'}),0.0013,0.0217,0.5388,1.0,0.216
Apriori,frozenset({'other vegetables'}),frozenset({'waffles'}),0.0014,0.0135,0.6616,0.9961,0.2434
Apriori,frozenset({'domestic eggs'}),frozenset({'pastry'}),0.0012,0.0301,0.6068,0.9974,0.2312
Apriori,frozenset({'other vegetables'}),frozenset({'pastry'}),0.0025,0.0235,0.4743,0.9987,0.1859
Apriori,frozenset({'other vegetables'}),frozenset({'chocolate'}),0.0016,0.0146,0.6093,0.9974,0.2296
Apriori,frozenset({'shopping bags'}),frozenset({'canned beer'}),0.0011,0.0204,0.5966,0.9987,0.2315
Apriori,frozenset({'onions'}),frozenset({'whole milk'}),0.0013,0.0833,0.6386,0.9921,0.2278
Apriori,frozenset({'pastry'}),frozenset({'fruit/vegetable juice'}),0.0011,0.0217,0.5906,0.9987,0.2292
Apriori,frozenset({'cream cheese '}),frozenset({'other vegetables'}),0.0016,0.0657,0.6154,0.9935,0.222
Apriori,frozenset({'domestic eggs'}),frozenset({'yogurt'}),0.0017,0.0422,0.5366,0.9974,0.2061
Apriori,frozenset({'napkins'}),frozenset({'shopping bags'}),0.0011,0.0431,0.8164,0.9895,0.2766
Apriori,frozenset({'shopping bags'}),frozenset({'citrus fruit'}),0.0011,0.0204,0.5904,0.9987,0.2287
Apriori,frozenset({'whipped/sour cream'}),frozenset({'shopping bags'}),0.0014,0.0323,0.6132,0.9961,0.2274
Apriori,frozenset({'other vegetables'}),frozenset({'butter'}),0.0019,0.0179,0.5262,0.9987,0.204
Apriori,frozenset({'tropical fruit'}),frozenset({'margarine'}),0.0011,0.0221,0.6231,0.9974,0.2352
Apriori,frozenset({'pastry'}),frozenset({'domestic eggs'}),0.0012,0.0241,0.6068,0.9974,0.2293
Apriori,frozenset({'yogurt'}),frozenset({'beef'}),0.0012,0.0152,0.6628,0.9961,0.243
Apriori,frozenset({'canned beer'}),frozenset({'root vegetables'}),0.0011,0.0315,0.521,1.0,0.2096
Apriori,frozenset({'yogurt'}),frozenset({'butter'}),0.0016,0.0198,0.5805,0.9974,0.2182
Apriori,frozenset({'whole milk'}),frozenset({'berries'}),0.0013,0.0101,0.6199,0.9974,0.2315
Apriori,frozenset({'shopping bags'}),frozenset({'whipped/sour cream'}),0.0014,0.0272,0.6132,0.9961,0.2258
Apriori,frozenset({'rolls/buns'}),frozenset({'white bread'}),0.0017,0.0164,0.6161,0.9961,0.2251
Apriori,frozenset({'other vegetables'}),frozenset({'dessert'}),0.0016,0.0146,0.6281,0.9961,0.2293
Apriori,frozenset({'citrus fruit'}),frozenset({'root vegetables'}),0.0011,0.0311,0.5156,1.0,0.207
Apriori,frozenset({'yogurt'}),frozenset({'margarine'}),0.0017,0.0213,0.6019,0.9961,0.2203
Apriori,frozenset({'whole milk'}),frozenset({'cream cheese '}),0.002,0.0156,0.658,0.9935,0.2284
Apriori,frozenset({'rolls/buns'}),frozenset({'canned beer'}),0.0018,0.0176,0.5147,0.9987,0.1979
Apriori,frozenset({'frozen vegetables'}),frozenset({'yogurt'}),0.0014,0.0522,0.664,0.9921,0.2302
Apriori,frozenset({'rolls/buns'}),frozenset({'sausage'}),0.0014,0.0141,0.5477,0.9987,0.2096
Apriori,frozenset({'long life bakery product'}),frozenset({'soda'}),0.0013,0.0647,0.684,0.9908,0.2337
Apriori,frozenset({'pastry'}),frozenset({'rolls/buns'}),0.0023,0.0458,0.4493,0.9974,0.1713
Apriori,frozenset({'whole milk'}),frozenset({'dessert'}),0.0018,0.0137,0.5925,0.9961,0.2144
Apriori,frozenset({'margarine'}),frozenset({'pastry'}),0.0011,0.0304,0.6126,0.9961,0.2243
Apriori,frozenset({'root vegetables'}),frozenset({'canned beer'}),0.0011,0.0178,0.521,1.0,0.2053
Apriori,frozenset({'rolls/buns'}),frozenset({'beef'}),0.0014,0.0141,0.6133,0.9961,0.2217
Apriori,frozenset({'root vegetables'}),frozenset({'citrus fruit'}),0.0011,0.0178,0.5156,1.0,0.2028
Apriori,frozenset({'yogurt'}),frozenset({'domestic eggs'}),0.0017,0.0213,0.5366,0.9974,0.1995
Apriori,frozenset({'whole milk'}),frozenset({'specialty chocolate'}),0.0012,0.0092,0.5594,0.9987,0.2118
Apriori,frozenset({'other vegetables'}),frozenset({'salty snack'}),0.0014,0.0135,0.6859,0.9935,0.2367
Apriori,frozenset({'whipped/sour cream'}),frozenset({'rolls/buns'}),0.0022,0.0485,0.4761,0.9961,0.1747
Apriori,frozenset({'shopping bags'}),frozenset({'napkins'}),0.0011,0.0204,0.8164,0.9895,0.2695
Apriori,frozenset({'yogurt'}),frozenset({'waffles'}),0.0011,0.0137,0.6737,0.9948,0.2379
Apriori,frozenset({'other vegetables'}),frozenset({'coffee'}),0.0016,0.0146,0.476,1.0,0.1868
Apriori,frozenset({'citrus fruit'}),frozenset({'yogurt'}),0.0013,0.0381,0.4844,0.9987,0.1877
Apriori,frozenset({'other vegetables'}),frozenset({'pip fruit'}),0.0019,0.0179,0.4776,0.9987,0.182
Apriori,frozenset({'rolls/buns'}),frozenset({'cream cheese '}),0.0017,0.0164,0.6939,0.9921,0.234
Apriori,frozenset({'pastry'}),frozenset({'margarine'}),0.0011,0.0217,0.6126,0.9961,0.2215
Apriori,frozenset({'dessert'}),frozenset({'rolls/buns'}),0.0013,0.0567,0.5564,0.9948,0.1998
Apriori,frozenset({'whole milk'}),frozenset({'pork'}),0.0013,0.0101,0.5369,0.9987,0.2027
Apriori,frozenset({'whole milk'}),frozenset({'chocolate'}),0.0017,0.0128,0.5365,0.9974,0.1967
Apriori,frozenset({'rolls/buns'}),frozenset({'oil'}),0.0011,0.0106,0.7066,0.9935,0.243
Apriori,frozenset({'other vegetables'}),frozenset({'sausage'}),0.0013,0.0123,0.4796,1.0,0.1862
Apriori,frozenset({'whole milk'}),frozenset({'sugar'}),0.0018,0.0137,0.7096,0.9908,0.2321
Apriori,frozenset({'margarine'}),frozenset({'shopping bags'}),0.0011,0.0304,0.5765,0.9961,0.2079
Apriori,frozenset({'soda'}),frozenset({'napkins'}),0.0017,0.0177,0.708,0.9908,0.232
Apriori,frozenset({'curd'}),frozenset({'rolls/buns'}),0.0014,0.0476,0.4673,0.9974,0.1749
Apriori,frozenset({'rolls/buns'}),frozenset({'pastry'}),0.0023,0.0223,0.4493,0.9974,0.1639
Apriori,frozenset({'whole milk'}),frozenset({'misc. beverages'}),0.0011,0.0082,0.5347,0.9987,0.1996
Apriori,frozenset({'soda'}),frozenset({'onions'}),0.0011,0.0114,0.7207,0.9921,0.2408
Apriori,frozenset({'rolls/buns'}),frozenset({'long life bakery product'}),0.0016,0.0153,0.7504,0.9895,0.2408
Apriori,frozenset({'shopping bags'}),frozenset({'margarine'}),0.0011,0.0204,0.5765,0.9961,0.2048
Apriori,frozenset({'yogurt'}),frozenset({'citrus fruit'}),0.0013,0.0167,0.4844,0.9987,0.181
Apriori,frozenset({'brown bread'}),frozenset({'root vegetables'}),0.0011,0.0268,0.4435,1.0,0.1729
Apriori,frozenset({'yogurt'}),frozenset({'frozen vegetables'}),0.0014,0.0183,0.664,0.9921,0.2195
Apriori,frozenset({'pip fruit'}),frozenset({'bottled water'}),0.0011,0.0287,0.4717,0.9987,0.1775
Apriori,frozenset({'whipped/sour cream'}),frozenset({'pastry'}),0.0012,0.027,0.543,0.9961,0.1924
Apriori,frozenset({'UHT-milk'}),frozenset({'soda'}),0.0011,0.0542,0.5731,0.9935,0.1962
Apriori,frozenset({'rolls/buns'}),frozenset({'whipped/sour cream'}),0.0022,0.0211,0.4761,0.9961,0.1661
Apriori,frozenset({'other vegetables'}),frozenset({'cream cheese '}),0.0016,0.0146,0.6154,0.9935,0.2059
Apriori,frozenset({'pastry'}),frozenset({'whipped/sour cream'}),0.0012,0.0241,0.543,0.9961,0.1915
Apriori,frozenset({'root vegetables'}),frozenset({'brown bread'}),0.0011,0.0178,0.4435,1.0,0.1701
Apriori,frozenset({'dessert'}),frozenset({'soda'}),0.0011,0.0464,0.4904,0.9961,0.1739
Apriori,frozenset({'bottled water'}),frozenset({'pip fruit'}),0.0011,0.0177,0.4717,0.9987,0.1741
Apriori,frozenset({'tropical fruit'}),frozenset({'root vegetables'}),0.0012,0.0245,0.4058,1.0,0.1559
Apriori,frozenset({'soda'}),frozenset({'long life bakery product'}),0.0013,0.0139,0.684,0.9908,0.2176
Apriori,frozenset({'root vegetables'}),frozenset({'tropical fruit'}),0.0012,0.0198,0.4058,1.0,0.1544
Apriori,frozenset({'cream cheese '}),frozenset({'soda'}),0.0012,0.0505,0.5338,0.9935,0.178
Apriori,frozenset({'rolls/buns'}),frozenset({'curd'}),0.0014,0.0141,0.4673,0.9974,0.1643
Apriori,frozenset({'rolls/buns'}),frozenset({'dessert'}),0.0013,0.0129,0.5564,0.9948,0.186
Apriori,frozenset({'whole milk'}),frozenset({'onions'}),0.0013,0.0101,0.6386,0.9921,0.2047
Apriori,frozenset({'pastry'}),frozenset({'shopping bags'}),0.0012,0.0241,0.4568,0.9974,0.1612
Apriori,frozenset({'shopping bags'}),frozenset({'pastry'}),0.0012,0.0227,0.4568,0.9974,0.1608
Apriori,frozenset({'UHT-milk'}),frozenset({'rolls/buns'}),0.0011,0.0542,0.5321,0.9921,0.1688
Apriori,frozenset({'soda'}),frozenset({'UHT-milk'}),0.0011,0.0114,0.5731,0.9935,0.1827
Apriori,frozenset({'napkins'}),frozenset({'rolls/buns'}),0.0014,0.0574,0.5634,0.9895,0.1686
Apriori,frozenset({'soda'}),frozenset({'dessert'}),0.0011,0.0114,0.4904,0.9961,0.1629
Apriori,frozenset({'soda'}),frozenset({'cream cheese '}),0.0012,0.0126,0.5338,0.9935,0.1661
Apriori,frozenset({'salty snack'}),frozenset({'whole milk'}),0.0011,0.0549,0.4206,0.9935,0.1273
Apriori,frozenset({'rolls/buns'}),frozenset({'UHT-milk'}),0.0011,0.0106,0.5321,0.9921,0.155
Apriori,frozenset({'rolls/buns'}),frozenset({'napkins'}),0.0014,0.0141,0.5634,0.9895,0.1549
Apriori,frozenset({'whole milk'}),frozenset({'salty snack'}),0.0011,0.0082,0.4206,0.9935,0.1126
